time,wx,wy,wz,ax,ay,az,Bx,By,Bz
 985,-15,-5,3,-54,-192,4061,-9,-23,-62
 986,-13,-4,3,-40,-201,4078,7,-5,-77
 987,-13,-4,3,-62,-194,4061,-13,3,-97
 988,-15,-4,2,-53,-196,4065,-8,-3,-87
 989,-15,-5,2,-55,-198,4054,2,5,-78
 990,-13,-6,2,-56,-182,4071,-10,-10,-79
 991,-14,-6,3,-48,-186,4078,-17,-8,-92
 992,-15,-5,3,-40,-180,4038,0,-9,-83
 993,-15,-6,3,-50,-170,4030,4,32,-101
 994,-14,-7,2,-48,-182,4068,13,-6,-112
 995,-13,-5,2,-55,-193,4055,-1,-9,-87
 996,-14,-4,3,-56,-172,4033,-5,-1,-100
 997,-13,-7,4,-43,-198,4065,-14,-7,-109
 998,-14,-7,3,-58,-190,4036,-19,-1,-65
 999,-14,-6,3,-49,-190,4067,-7,-5,-83
 1000,-15,-6,3,-56,-175,4059,2,6,-89
 1001,-16,-6,3,-54,-180,4057,5,4,-63
